,Gene Description,Gene Accession Number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
2908,SRP9 Signal recognition particle 9 kD protein,U20998_at,1753,1602,2761,1486,2298,1013,898,1586,2334,878,2016,426,2151,2263,2901,2523,3297,954,1146,4700,2914,1000,1122,2298,498,753,672,824,1174,440,651,660,580,407,529,697,786,845
2914,HISTONE H3.3,U21858_at,425,400,632,379,630,309,379,304,577,516,790,235,395,632,411,361,824,327,450,1145,1020,360,429,495,385,361,280,695,560,845,512,516,620,789,485,527,571,687
2933,Coatomer protein (COPA) mRNA,U24105_at,3163,3504,2991,2103,2698,3065,1245,5037,3076,1665,2375,1769,1960,2737,2869,2127,4357,2544,1419,3757,795,2911,2201,2828,1921,2172,3698,3472,2119,4482,2848,3468,4050,2643,2156,2310,3718,4137
2952,Ribosomal protein L21 mRNA,U25789_at,6556,10632,7688,7736,9239,4850,4822,5905,10185,7775,9182,5643,6032,11123,10378,7971,6037,5599,12277,11543,4792,6885,6548,7626,7118,6151,5399,9621,9333,9806,6379,8438,9805,9925,5624,5656,9075,11003
2989,Putative RNA binding protein RNPL mRNA,U28686_at,907,1789,910,753,892,558,488,866,1149,1143,2045,987,1055,990,977,630,825,494,587,3124,939,1404,617,971,1018,914,430,938,1017,873,567,1001,1123,898,747,601,751,1481
3001,EIF-2-associated p67 homolog mRNA,U29607_at,7072,6849,8705,6609,3654,5885,7620,8243,4257,3684,4523,4064,5410,6989,5833,5822,6527,4385,3622,9305,7028,5222,5796,5141,4327,4955,7285,3672,1454,2855,4295,7389,5693,7887,4527,3471,4591,5800
3013,FRAP FK506 binding protein 12-rapamycin associated protein,U30521_at,2191,784,2529,2336,2824,1691,1591,1721,3332,770,703,438,2804,1661,3548,3456,2128,473,558,10062,2444,609,4586,2865,427,422,1625,814,383,564,1517,756,401,1047,1180,281,189,314
3039,DUT DUTP pyrophosphatase,U31930_at,2070,1732,3533,1733,2335,2526,1730,1031,4202,4159,2041,1349,2665,2533,3847,2274,4056,1463,1542,4924,1928,464,2108,2097,1460,2169,1225,2373,1310,1409,1517,1730,1039,1761,1882,1522,1549,1464
3062,Chromosome segregation gene homolog CAS mRNA,U33286_at,280,190,610,297,1017,273,357,332,713,250,681,112,702,448,977,433,861,385,380,1237,431,128,208,760,164,445,280,238,157,202,155,105,189,232,259,384,167,486
3067,Inducible poly(A)-binding protein mRNA,U33818_at,573,552,595,601,1237,449,693,469,727,1285,621,359,577,619,862,588,764,1375,447,1646,1243,479,501,1038,423,440,467,872,566,1187,643,622,568,872,569,769,854,980
3068,Tax1-binding protein TXBP151 mRNA,U33821_at,1799,1453,2642,1795,1505,1191,1850,1689,1497,965,1617,467,996,1244,1812,1172,1922,558,1198,2856,1095,833,1379,1424,1374,484,1545,2039,1931,2248,1712,2450,1789,2505,1067,1774,2730,2054
3128,RNA polymerase II subunit (hsRPB10) mRNA,U37690_at,1490,2250,1817,1646,2385,2140,1345,1506,2727,1600,1541,1770,1249,2190,2299,1680,2114,1365,1228,2456,3779,966,896,1871,1769,1523,981,1564,2043,2712,2612,1854,1952,2196,1514,1777,2715,2539
3136,Stimulator of TAR RNA binding (SRB) mRNA,U38846_at,2170,1407,2049,2703,4006,1250,2145,1295,4201,1612,1850,788,2389,2680,3210,2673,3510,2382,2148,6664,1700,566,1246,2613,1271,1969,1370,1563,1029,1374,1236,998,579,1161,899,890,965,1145
3146,AF-4 mRNA,U39318_at,1123,2099,2252,1637,1604,1296,1713,1677,2318,1570,2212,883,1429,1454,1592,1605,1870,1033,871,2187,873,1935,1329,1337,1455,825,926,2097,1654,1952,1327,2284,3175,1435,815,1974,3403,2842
3161,CDK inhibitor p19INK4d mRNA,U40343_at,914,814,1649,1349,1022,174,774,385,1605,1093,960,538,953,686,1665,794,805,503,638,1303,590,3491,632,1373,552,709,616,656,507,1179,435,790,679,517,286,2041,684,944
3179,Spliceosome associated protein (SAP 145) mRNA,U41371_at,1149,807,1535,1039,935,1200,954,1161,1729,1344,1514,426,1454,1160,1522,958,984,944,917,1983,955,843,1005,1111,679,1116,583,1148,876,952,1284,1664,1172,1023,815,1457,1496,1261
3206,Selenophosphate synthetase 2 (SPS2) mRNA,U43286_at,563,714,614,578,654,254,589,512,324,561,646,285,864,764,965,639,775,1332,356,1315,590,459,514,815,405,384,214,475,488,639,691,926,597,298,341,245,372,475
3233,Putative ubiquitin C-terminal hydrolase (UHX1) mRNA,U44839_at,4819,4231,5749,5135,3116,4125,5237,6749,4630,4263,3880,1964,6131,4149,4403,3924,4228,2618,3944,6652,1847,3406,4213,4697,3728,3011,1283,4777,2192,4925,4686,5434,6706,4915,3768,3652,4753,4729
3247,Chromosome 16p11.2 BAC Clone CIT987SK-234F9 complete sequence,U46025_at,2696,2193,2312,3155,2594,1031,3844,1319,4218,3340,3146,2069,2083,2763,4825,3039,4169,1016,3674,4848,1587,1001,1949,3229,2602,2329,1462,2586,1575,3900,1364,2311,1756,2036,1565,2492,2850,1044
3309,DCT Dopachrome tautomerase (dopachrome delta-isomerase; tyrosine-related protein 2),U49785_at,1258,701,1783,1111,1087,739,1011,610,965,1062,774,596,835,982,1135,1309,1184,1122,964,2092,1276,804,568,1304,954,1237,353,1165,567,1198,1058,848,637,1263,1154,1151,981,983
3313,Ubiquitin gene,U49869_rna1_at,12454,19697,20420,13477,14846,18192,14223,19366,19824,21759,18174,10556,20407,16533,18153,13573,11833,9209,18879,22291,22336,13895,19249,15811,15227,10184,12494,14906,15609,17035,15591,14683,15917,9242,7021,12549,16524,22819
3315,ORF1; MER37; putative transposase similar to pogo element from  Human Tigger1 transposable element; complete consensus sequence./ntype=DNA /annot=CDS,U49973_xpt1_at,1137,1122,1249,1091,907,1081,846,1098,724,954,854,589,999,1260,1333,1228,1476,1142,527,1652,474,874,968,1119,779,1254,1264,1079,408,1113,906,1267,1129,1171,730,791,1084,1389
3324,BRCA2 region; mRNA sequence CG037,U50523_at,2567,3975,3093,2902,3550,1877,1594,1233,3613,992,2409,1927,1466,3438,3512,2469,4043,3656,1099,2988,517,1350,1761,2033,1211,2556,481,2161,1963,5052,3675,3724,1769,3656,2265,3800,3068,2468
3337,Putative protein kinase C inhibitor (PKCI-1) mRNA,U51004_at,2534,2294,5637,2534,3891,2597,2318,994,5932,3483,4243,3878,2621,5620,3409,2646,2921,3132,2654,5841,3138,2286,2105,2711,2925,1708,1281,8524,5811,5146,5937,2541,4468,6827,3337,2782,4642,5072
3350,Sodium/potassium-transporting ATPase beta-3 subunit mRNA,U51478_at,3756,2271,1862,2534,3849,1365,2160,3314,4336,1937,1488,1330,3002,2186,4275,2937,4458,1489,1950,7801,1472,3146,1379,3906,1775,2988,1594,5099,1710,2442,2101,2801,3924,2292,2214,2859,1843,1793
3396,14-3-3 epsilon mRNA,U54778_at,1965,1839,2190,1675,2614,1303,1930,1752,2977,1089,1694,924,1783,2049,2234,1685,3858,1003,1153,4784,2015,661,1138,1921,1346,1440,2620,1750,797,2054,2088,1142,1734,1668,807,1138,1318,1438
3412,Capping protein alpha subunit isoform 1 mRNA,U56637_at,4531,2051,5563,3407,4063,2505,3787,1811,4134,1659,2378,948,2831,3619,4639,3184,6074,2606,1561,5931,3269,1527,1147,3710,981,1627,1517,1484,1256,2062,2547,1440,2995,1683,995,3263,1943,2068
3425,Myelodysplasia/myeloid leukemia factor 2 (MLF2) mRNA,U57342_at,2164,3000,2376,1834,1409,1435,1850,2796,3231,1826,2694,1342,2418,1828,1385,1225,4870,944,1178,2659,899,1566,1267,1493,2051,1461,1940,2636,1597,2397,2932,2520,3204,2635,2159,1704,3190,3953
3451,RPS28 Ribosomal protein S28,U58682_at,11731,13271,10628,14484,14923,12573,12170,9874,15537,10000,12206,14494,9023,14156,17453,11607,12614,12455,9130,15468,13237,11190,12096,13713,15481,12217,9751,14816,14213,9528,10392,11606,10778,10160,8995,6983,12804,13118
3520,Int-6 mRNA,U62962_at,3512,2807,3142,3167,5468,1790,3416,1919,4451,2629,4523,1853,4145,4295,4876,4138,3674,3460,4103,10651,7152,2521,2958,3891,2453,3391,2824,4546,3733,3728,2533,2835,6855,4377,1938,2420,2999,3972
3541,Ubiquitin fusion-degradation protein (UFD1L) mRNA,U64444_at,995,987,2049,793,1108,862,814,853,1954,954,1224,560,793,924,902,820,1250,827,667,1077,919,1084,1084,897,759,842,538,900,772,1259,765,975,1032,911,651,1460,1114,1160
3610,Putative splice factor transformer2-beta mRNA,U68063_at,1335,2020,1167,903,1985,837,940,952,1767,1026,586,613,1946,1317,1849,1534,2864,497,975,4178,2233,591,522,1941,1561,1046,438,498,628,811,834,1132,890,630,379,240,738,747
3642,GB DEF = 34 kDa mov34 isologue mRNA,U70735_at,1272,1294,1427,1132,1391,969,984,1160,1516,1305,1046,620,912,1129,1369,1076,2070,855,990,1899,443,579,1229,915,1164,1227,1060,1136,588,1349,1073,1220,863,862,649,62,1066,941
3663,GB DEF = B-cell receptor associated protein (hBAP) alternatively spliced mRNA; partial 3'UTR,U72512_at,1898,1835,2104,1530,1646,1612,1970,1835,2039,2026,1571,1021,1376,1718,1248,1909,1953,1712,1359,1537,550,1517,1284,1192,1711,1650,2494,2058,1014,1758,1876,2151,2721,2211,1226,1775,1636,2427
3681,Cyclin-selective ubiquitin carrier protein mRNA,U73379_at,1630,798,2108,3025,1721,1561,2115,1433,2376,2372,2773,632,1539,1649,2672,877,1591,2030,1019,1123,578,682,2591,1310,853,889,1182,1685,781,892,1406,925,1707,1026,2260,2725,2085,1770
3689,P97 mRNA,U73824_at,3528,6372,5192,1848,4983,2242,2175,4850,5730,1704,4853,924,2794,2008,3969,2416,4805,877,1020,7916,2738,1838,2013,2441,1531,1717,2048,2971,1942,3899,3086,4074,2737,3144,1914,3061,2870,3449
3717,Desmosome associated protein pinin mRNA,U77718_at,730,697,781,639,1146,693,836,931,668,630,1159,386,1398,702,1372,814,1559,365,797,3095,1256,451,480,1026,939,298,369,1160,604,385,622,795,872,932,901,437,529,1143
3721,KAI1 Kangai 1 (suppression of tumorigenicity 6; prostate; CD82 antigen (R2 leukocyte antigen; antigen detected by monoclonal and antibody IA4)),U77948_at,1114,1238,1176,1685,1502,691,1278,1545,1166,402,1044,257,1054,1220,2117,1571,2482,608,513,2628,916,757,693,2224,580,865,655,613,484,438,517,1232,190,546,769,404,407,610
3726,L44L gene (L44-like ribosomal protein) extracted from Human Bruton's tyrosine kinase (BTK); alpha-D-galactosidase A (GLA); L44-like ribosomal protein (L44L) and FTP3 (FTP3) genes,U78027_rna3_at,13706,9660,7706,8763,10422,4923,5719,6731,8414,8435,9052,9520,11960,9640,9607,10142,15678,7934,9497,16997,15947,5745,6182,10460,9695,12520,7815,12202,13174,12700,6232,8089,10126,10760,7360,6302,7653,8908
3763,DHPS Deoxyhypusine synthase,U79262_at,1013,690,1757,1011,899,946,1068,1397,1324,940,796,567,904,1071,1179,895,1194,743,590,1320,302,558,1035,1068,769,609,1018,796,364,813,885,781,1066,696,817,754,927,957
3827,Heme A: farnesyltransferase (COX10) gene promoter region and,U82010_rna1_at,855,655,780,764,543,801,732,1151,800,425,718,396,582,760,592,648,1456,847,346,1023,426,411,554,1078,565,616,823,707,257,547,621,662,751,669,697,643,586,510
3925,Glutathione-S-transferase homolog mRNA,U90313_at,1112,2015,2293,1275,1171,1390,1211,967,1921,1247,1084,859,1155,949,1368,1271,2028,992,468,1414,1334,707,1160,997,843,880,830,1382,1649,1361,1510,1299,2273,1133,1676,1494,1692,850
3927,Nuclear RNA helicase,U90426_at,710,1308,1562,646,899,937,641,1049,1236,1680,2149,353,894,1197,992,758,870,371,722,1205,663,768,1278,1100,411,854,747,1238,512,1935,822,988,713,1547,1098,1745,688,644
3942,Clone 23722 mRNA sequence,U90909_at,800,1169,610,491,872,275,564,568,929,880,1252,349,1327,640,678,489,1123,524,606,1316,2062,1488,626,811,637,1036,633,1081,668,1144,541,774,1907,610,428,965,714,1091
3948,COX4 Cytochrome c oxidase subunit IV,U90915_at,3970,5018,4859,4276,5157,3618,3537,3012,7358,4506,6179,2517,2997,4979,5713,4165,3893,3695,3454,9425,4026,3776,2469,4752,2928,3848,2530,4270,4584,8758,3496,3975,4721,3251,2327,6678,6217,4476
3960,Clathrin coat assembly protein-like,U91932_at,896,692,620,808,1344,378,870,500,1174,882,781,563,1707,743,1348,1521,1064,852,1080,1534,1339,211,340,1143,397,988,528,789,724,1659,799,449,1180,739,351,1417,850,618
3970,Nuclear chloride ion channel protein (NCC27) mRNA,U93205_at,6722,5853,5489,5853,8056,3010,4385,1758,8972,5956,6589,3622,5120,5198,6254,5609,5751,2696,1144,6609,94,1853,2371,5507,2715,5490,1718,6812,7556,9710,6195,6508,7870,6080,1413,7011,6442,3528
3979,NADH:ubiquinone oxidoreductase MLRQ subunit mRNA,U94586_at,1621,3419,3856,1607,2935,1678,1325,1323,2437,2648,4119,760,2416,3236,2353,2188,2591,1479,1230,5440,5695,1620,2093,2612,1134,1048,1275,3192,3067,3218,2292,2837,1837,1691,1748,2407,1559,1277
3983,Translation initiation factor 3 47 kDa subunit mRNA,U94855_at,3785,3794,1425,2568,4749,2260,2369,2313,4941,2526,4713,2813,6266,2958,6025,3966,3056,3509,2210,8391,2947,2160,2110,3511,3656,3415,1948,2346,2851,3302,2329,2582,2313,2136,1281,1769,2801,2350
4000,Sin3 associated polypeptide p18 (SAP18) mRNA,U96915_at,641,2175,1497,601,2210,743,423,317,1633,1502,2369,754,944,815,2202,1038,1234,564,546,2509,960,720,668,1408,1306,467,178,1590,1154,1276,711,1046,545,569,319,891,1005,566
4009,PGK1 Phosphoglycerate kinase 1,V00572_at,2933,6754,5513,2232,5538,4157,2745,2866,6815,3880,4468,5402,5584,4386,5017,3391,11422,3665,1924,4659,4496,1114,1903,4150,2480,2904,2783,4298,3060,5474,4044,4526,5740,3834,2589,5522,3221,2507
4011,Cellular oncogene c-fos (complete sequence),V01512_rna1_at,1383,5615,393,677,5073,421,4182,1030,1414,2046,1039,1727,5205,774,5480,2270,3930,898,2753,6410,5759,1672,178,3534,12449,7583,1725,8231,941,3991,405,3956,7376,2339,233,5850,4364,1371
4016,HLA CLASS II HISTOCOMPATIBILITY ANTIGEN; DR ALPHA CHAIN PRECURSOR,X00274_at,19748,7657,1032,13356,13769,1749,10249,21435,1432,2273,461,12114,22819,3274,17537,15787,11030,24727,20755,17110,14610,22207,860,9988,14158,19291,9892,13274,9065,17428,16544,15837,17511,5093,14177,15576,13094,943
4027,LDHA Lactate dehydrogenase A,X02152_at,2824,6881,8648,4850,7811,5512,5427,1893,12329,6141,6884,4621,5028,6143,6167,4963,11687,7235,5040,9241,2402,1509,3611,7049,4960,4296,2822,5189,5445,8553,6226,6164,7107,2968,3282,7068,2899,2304
4029,SOD1 Superoxide dismutase 1 (Cu/Zn),X02317_at,1598,2925,4255,2087,2236,1726,1271,1371,3107,2244,3077,6234,4869,3577,2848,2162,3910,700,1906,3281,3871,648,1837,2354,7059,1294,1038,2733,1186,1961,1492,2188,1385,1097,860,1527,2395,1762
4043,RPL32 Ribosomal protein L32,X03342_at,21379,22493,20708,23566,23755,15301,21307,22930,22492,24276,23138,24322,22446,22332,21837,24183,23463,22776,24177,18991,23719,22504,23174,23188,24471,21797,24385,21881,27487,20861,22590,23326,23145,22790,22721,19746,22541,25402
4074,TPM4 Tropomyosin 4 (fibroblast),X05276_at,1323,3229,1541,3723,2855,622,1875,3656,1102,570,718,1928,1496,1318,2673,2691,4020,1301,2047,5212,147,863,731,3461,1896,832,289,1611,975,915,1552,2403,2400,498,752,364,964,1905
4091,RPS11 Ribosomal protein S11,X06617_at,19910,16862,19583,20830,22607,23246,19701,23741,19378,21768,20868,24501,21692,20015,20364,22268,16509,16974,21924,13751,22892,22447,21799,19823,23431,21464,22919,19969,24751,17890,21155,21096,19333,19916,16786,17563,20995,23038
4127,COX6C Cytochrome c oxidase subunit VIc,X13238_at,2248,3202,4452,1774,2946,1458,1300,991,3143,2112,4149,1330,3383,2512,2877,2668,2881,1707,1161,4750,5715,1303,2122,1920,1463,1482,1189,1803,2261,2228,1476,1682,1932,1037,1161,1862,1646,1308
4132,U2 SMALL NUCLEAR RIBONUCLEOPROTEIN A',X13482_at,722,799,997,402,667,636,226,449,876,584,1155,504,506,601,613,455,665,454,379,848,815,882,729,600,974,430,305,725,390,633,487,457,474,572,351,585,374,747
4133,Put. HMG-17 protein gene extracted from Human HMG-17 gene for non-histone chromosomal protein HMG-17,X13546_rna1_at,3535,2886,8399,3145,4057,5921,3002,757,10994,9238,5547,2241,6595,3570,6641,2125,6516,1169,2694,3639,3644,2476,5338,4311,2841,2010,1650,4239,3006,6808,2767,2983,2500,1329,2154,5843,4752,3750
4135,Lactate dehydrogenase B gene exon 1 and 2 (EC 1.1.1.27) (and joined CDS),X13794_rna1_at,2583,6125,8616,3363,5697,3965,2765,1907,9147,5822,7147,1369,2681,7458,4386,4146,10508,4332,2584,9570,3641,1921,4394,4301,2432,1722,2406,4957,4623,4590,3347,1495,2658,4843,1175,2147,3020,2149
4157,60S RIBOSOMAL PROTEIN L13,X15183_at,4243,8548,11553,9425,8511,5811,5430,6677,10096,13098,8438,5259,14431,6763,10198,7075,11970,2410,6683,13116,13571,2984,6911,6424,9712,5613,3190,4861,4404,12584,4784,5557,6500,5142,3238,3223,6033,4537
4162,CYTOCHROME C OXIDASE POLYPEPTIDE VIA-LIVER PRECURSOR,X15341_at,4290,6798,8825,4051,5084,4890,3456,3232,8540,7790,7804,2786,6259,5654,6167,5794,5141,2688,3767,8689,5546,3119,4730,5583,3389,4499,3001,3604,4555,6620,4117,3944,2914,2565,2621,4966,4809,4193
4170,COX7A2 Cytochrome c oxidase VIIa subunit (liver specific),X15822_at,2095,5601,4913,1902,4269,2795,1996,2575,5750,4441,4683,1790,3450,2901,3499,2594,3639,1758,1537,8154,5455,1038,2112,2454,2296,2683,1639,2459,4131,3602,2292,2367,1942,2307,1291,2694,2520,2743
4174,RPL31 Ribosomal protein L31,X15940_at,16669,18441,15841,19541,18931,15068,21395,18736,17667,17606,19222,19701,15582,18294,18378,18785,19546,16727,17932,15909,25949,18280,15896,18692,19645,17015,19876,17679,20807,18204,18346,18034,19910,19830,21788,15531,19072,20307
4177,TRANSLATIONALLY CONTROLLED TUMOR PROTEIN,X16064_at,21116,21199,21911,22535,22059,21473,25789,28072,19725,19525,22266,23236,21759,21121,20200,20828,21130,17369,21558,18390,23336,23350,23247,23942,24479,20940,19971,20093,19336,21217,20570,22209,22714,22730,23875,22272,21094,23343
4178,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN L,X16135_at,3490,3312,2657,2535,1419,2437,3394,3061,5308,3282,3174,1569,3570,3069,2518,3388,5654,1875,3400,7062,2667,2181,2437,2472,2099,2428,2387,2861,2004,2487,2880,3412,2685,2130,1837,2523,3104,3305
4184,COX7C Cytochrome c oxidase VIIc subunit,X16560_at,4108,2874,5520,3023,5874,2877,1828,1701,6135,3918,4746,2228,3402,6187,5239,4512,4405,3827,3845,8948,8932,1887,3947,3325,3133,5062,2060,2142,4219,4836,2775,2816,2192,3378,3056,2281,2682,2534
4195,PRG1 Proteoglycan 1; secretory granule,X17042_at,177,3460,416,392,7972,597,403,140,848,1094,1343,5252,2408,2525,2133,1232,1150,1232,1519,180,1912,354,178,1687,3711,1750,291,7858,8859,11003,5849,3259,8855,8518,3628,10603,8479,1285
4198,PTB Ribosomal protein L26,X17206_at,22525,24045,21956,24663,27143,29898,29492,25858,23594,27518,25966,29507,21499,24068,24111,24226,23997,28109,23933,20657,17827,24093,25272,25469,24589,25361,27327,25145,27311,23082,27503,24716,26725,24409,27111,21527,26301,29169
4209,EEF2 Eukaryotic translation elongation factor 2,X51466_at,12044,11970,10116,13014,15389,10185,15937,10865,12896,13241,15692,7787,12270,13296,12687,12412,11805,13823,13398,13969,3736,13278,11893,14634,13342,12050,7141,11695,9635,11773,12534,11890,12082,12726,9142,10796,12306,14203
4210,VIL2 Villin 2 (ezrin),X51521_at,3989,2774,3694,3637,3245,2272,3321,4253,8351,4430,7186,2951,4956,1806,4438,2005,3782,3429,2568,4760,2264,11801,1480,4330,2358,3872,2065,2345,792,2580,1001,2039,3314,989,1009,1444,1199,1460
4241,Peptidylprolyl isomerase gene extracted from Human cyclophilin gene for cyclophilin (EC 5.2.1.8),X52851_rna1_at,11370,12714,17967,10577,13723,10909,8535,11072,15432,13261,13034,6001,10173,13239,13382,11269,12825,8316,6450,13608,7740,4060,10707,12022,6613,9409,5972,9505,7226,11767,7806,7944,7047,7240,6648,10282,8234,6675
4242,T-COMPLEX PROTEIN 1; ALPHA SUBUNIT,X52882_at,1127,1709,1498,1159,2041,782,636,1085,2454,1764,2068,343,2466,1894,1761,1012,2330,756,1095,3791,2126,882,883,1608,1113,511,621,1321,832,2796,808,893,925,1096,610,1009,850,1461
4245,RPL35A Ribosomal protein L35a,X52966_at,8900,10842,9652,9961,10216,7123,7663,6539,10768,9512,6339,5575,5740,10611,9648,9952,8128,7577,8793,12866,13268,7648,8046,8162,9670,7903,2982,10959,5914,10000,9137,11473,10865,9755,7420,8466,9216,12478
4252,60S RIBOSOMAL PROTEIN L23,X53777_at,13517,13586,7367,12530,16087,5316,5887,9640,13969,10312,14291,10989,14547,15205,14177,15575,15495,8325,14591,17890,15679,9342,6013,13448,14107,13503,11134,12719,12777,12924,10188,11177,10625,14383,8505,5582,13343,15955
4279,RPS3 Ribosomal protein S3,X55715_at,15190,12910,14514,16832,18566,13407,12244,16441,16953,17443,15080,16617,15762,17078,16605,18450,17756,16908,16480,15334,13202,14978,10616,15259,17432,16573,21167,18197,19296,17806,16871,16014,19876,18735,15641,16717,18885,21404
4280,EUKARYOTIC INITIATION FACTOR 4B,X55733_at,2260,2392,1336,2432,2687,2164,1875,2836,6183,2160,3527,2369,2625,3049,3282,3281,4113,3969,2862,8004,3875,1723,1531,2068,1804,4456,3157,4194,2486,3077,2970,3647,3264,2706,1084,1351,2952,2046
4285,RPL17 Ribosomal protein L17,X55954_at,15895,15047,14756,16878,17483,12273,14181,15678,15080,15810,16940,16421,15839,16363,14445,16907,15360,13989,17799,14887,18850,15891,15991,15137,15365,15301,18695,14813,16574,15464,14962,15430,14817,15649,13434,13880,16136,16653
4290,14-3-3 PROTEIN TAU,X56468_at,2689,3072,4174,1894,4091,2133,1545,2012,5840,3042,4144,1521,3147,3041,2927,3088,4061,1641,1880,4740,4687,1667,2226,2657,1685,1114,1232,2105,1280,2612,1644,2065,1917,1219,1108,1376,1863,1618
4298,LCAT Lecithin-cholesterol acyltransferase,X56932_at,21121,21146,23203,22197,22414,24183,25128,25438,21732,24313,23553,22286,21630,23816,19980,24890,20217,20748,23276,20209,25685,23348,24983,22077,23920,22776,24166,20883,22384,21328,21079,22945,21719,22175,23307,20269,21733,23393
4299,UbA52 gene coding for ubiquitin-52 amino acid fusion protein,X56997_rna1_at,11777,13550,13412,13358,13239,12392,12064,10009,13536,15069,13017,8309,11219,14125,15412,14593,11756,10134,13204,14522,19796,11150,11543,12534,11804,14070,9597,12508,10358,13941,13395,14365,12359,13425,10885,13707,11062,12710
4304,YWHAB Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide,X57346_at,1873,2057,2551,2231,3229,3010,1918,1728,4119,1113,1170,965,1328,2634,3714,1393,1925,615,583,2361,1858,812,1635,2699,1346,1278,680,1121,1193,2039,1962,1999,1721,1167,875,2284,2051,1316
4309,RPL17 Ribosomal protein L7,X57959_at,8650,10783,6295,10787,12331,3840,6650,5965,9866,9366,9858,5458,9355,10192,9030,9581,13430,8811,9496,15292,8450,6927,5832,9179,8721,9548,6121,9293,6898,9628,6689,6690,10885,9692,7016,5652,7145,10781
4327,PROTEASOME IOTA CHAIN,X59417_at,3016,3424,7724,3821,5216,4194,5528,2073,7782,5204,6541,846,7743,1756,7288,6084,2455,1273,6482,7629,5746,699,2443,3840,3878,3262,1810,1203,1561,1628,1784,1214,1583,782,490,1648,528,99
4343,PHC Phosphate carrier; mitochondrial,X60036_at,4615,4999,4417,4858,6391,2937,4130,3929,7575,3849,5076,2447,3099,4105,6915,5538,5876,3681,4512,10237,3722,4827,3693,5403,2318,3472,3357,5206,4335,5157,4356,3971,4775,4648,2883,4439,5113,5985
4345,ATP5F1 ATP synthase; H+ transporting; mitochondrial F0 complex; subunit b; isoform 1,X60221_at,2126,2651,3332,2160,3061,1836,2286,1214,3700,1861,1955,1191,1819,2678,3211,2590,2049,1339,1500,4704,2903,949,1772,2424,1324,1478,808,2033,2039,2907,1893,1936,1880,1433,728,1759,1796,1734
4350,Elongation factor-1-beta,X60489_at,7396,7655,7190,8151,10567,4735,6497,6306,12006,8112,13284,3664,7182,12445,11307,10061,13334,7170,8003,14726,19176,5470,5287,10353,7332,7677,7950,13340,9958,10119,7148,8938,11377,12396,9142,7054,8727,11183
4367,PROTEASOME ZETA CHAIN,X61970_at,1286,874,2112,1354,1566,1262,846,617,1399,816,637,452,903,1060,1865,1535,1764,1104,804,1924,293,306,799,1184,600,612,663,627,646,718,671,468,477,617,656,746,574,464
4370,PTPN6 Protein tyrosine phosphatase; non-receptor type 6,X62055_at,2414,2225,2095,3298,3785,1696,1683,1063,3716,1320,1242,738,1085,3893,2709,2324,1997,844,581,1735,223,431,980,3143,424,1413,791,965,1752,2269,2872,2487,1250,3110,882,2256,1079,522
4377,40S RIBOSOMAL PROTEIN S15A,X62691_at,17558,18299,18932,18403,18893,14762,14692,15940,17723,20066,19659,13728,16268,18997,18585,19517,18731,19466,20021,15432,18597,17079,16143,19061,17686,15452,13249,18558,22220,18526,16526,20593,19638,19727,13008,16221,18534,21215
4389,GAPD Glyceraldehyde-3-phosphate dehydrogenase,X63527_at,19184,20867,20120,23086,22787,22405,23445,24582,21380,20655,22236,23020,20438,21834,21296,21239,21989,18872,20040,19559,20337,23481,24592,21318,23878,19037,22714,19779,23195,20709,20909,20613,20541,20513,22247,20121,21141,21716
4410,60S RIBOSOMAL PROTEIN L13,X64707_at,8408,7944,6325,7491,9729,6175,6501,8322,9403,10535,8492,11334,8225,9850,9132,10996,9004,8508,9413,15600,12191,4689,4364,9874,5546,11023,11237,7963,7192,5321,6711,8180,8774,9939,7384,7047,7365,8833
4453,RpS8 gene for ribosomal protein S8,X67247_rna1_at,22121,23042,23885,24116,24471,23810,23571,24964,22521,25118,24883,22803,22140,24793,23118,25433,23812,21445,24879,22448,29644,21564,24132,23256,22816,22484,25119,22391,24868,24357,25812,24513,22830,24887,23848,20419,23681,24456
4462,PAGA Proliferation-associated gene A (natural killer-enhancing factor A),X67951_at,4144,989,1480,5380,7330,1715,7605,4709,3657,1426,2736,1761,5863,1720,10739,5100,1127,3663,3711,7823,1006,430,778,12722,3469,5967,3866,2440,685,2054,1317,7234,481,1669,699,796,634,305
4467,Alpha-tubulin mRNA,X68277_at,3987,6021,1855,2825,7373,1458,5649,7820,4563,4169,2545,2162,5028,2624,7081,4959,3238,859,5500,16085,10631,7517,1035,8351,17078,9976,4920,13159,1422,7226,1007,8210,8437,5056,639,7320,8205,3903
4473,Alpha1-antichymotrypsin; exon 1,X68733_rna1_at,550,425,579,763,305,617,707,1100,885,455,358,388,329,429,218,686,1371,529,531,361,346,358,655,477,341,350,965,484,229,356,782,1105,1038,386,519,808,717,460
4481,GB DEF = Ribosomal protein S18,X69150_at,20344,21055,21501,21956,23571,20086,25619,22249,20958,22876,23976,22319,21599,22066,21069,23512,22477,24081,24151,17815,27652,21504,20264,24400,23937,21164,24112,21849,26068,20858,24395,23703,23749,23345,22853,20874,21499,24858
